player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
12822,null,335992,66,B Lee,null,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Rajasthan Royals,2008,null,32,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,Kamran Akmal
12823,null,335992,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2008,null,20,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,Kamran Akmal
12824,null,335992,68,WA Mota,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2008,null,27,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,Kamran Akmal
12825,null,335992,77,S Sreesanth,null,Right-hand bat,Right-arm fast-medium,India,Player,Kings XI Punjab,Rajasthan Royals,2008,null,25,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,Kamran Akmal
12826,null,335993,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,Keeper,Deccan Chargers,Delhi Daredevils,2008,null,37,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12827,null,335993,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,26,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12828,null,335993,55,VVS Laxman,null,Right-hand bat,Right-arm offbreak,India,Captain,Deccan Chargers,Delhi Daredevils,2008,null,34,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12829,null,335993,56,A Symonds,null,Right-hand bat,Right-arm offbreak,Australia,Player,Deccan Chargers,Delhi Daredevils,2008,null,33,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12830,null,335993,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,21,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12831,null,335993,59,SB Bangar,null,Right-hand bat,Right-arm medium-fast,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,36,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12832,null,335993,60,WPUJC Vaas,null,Left-hand bat,Left-arm fast-medium,Sri Lanka,Player,Deccan Chargers,Delhi Daredevils,2008,null,34,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12833,null,335993,61,RP Singh,null,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,23,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12834,null,335993,70,Shahid Afridi,null,Right-hand bat,Legbreak googly,Pakistan,Player,Deccan Chargers,Delhi Daredevils,2008,null,28,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12835,null,335993,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,22,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12836,null,335993,232,UT Yadav,null,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,null,21,null,null,null,VVS Laxman,V Sehwag,AC Gilchrist,KD Karthik
12837,null,335993,40,G Gambhir,null,Left-hand bat,Legbreak,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,27,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12838,null,335993,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Deccan Chargers,2008,null,30,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12839,null,335993,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,23,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12840,null,335993,86,Shoaib Malik,null,Right-hand bat,Right-arm offbreak,Pakistan,Player,Delhi Daredevils,Deccan Chargers,2008,null,26,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12841,null,335993,87,MK Tiwary,null,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,23,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12842,null,335993,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Deccan Chargers,2008,null,23,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12843,null,335993,89,R Bhatia,null,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,29,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12844,null,335993,90,MF Maharoof,null,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,24,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12845,null,335993,91,VY Mahesh,null,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2008,null,21,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12846,null,335993,117,Mohammad Asif,null,Left-hand bat,Right-arm fast-medium,Pakistan,Player,Delhi Daredevils,Deccan Chargers,2008,null,26,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12847,null,335993,118,GD McGrath,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Delhi Daredevils,Deccan Chargers,2008,null,38,null,null,null,V Sehwag,VVS Laxman,KD Karthik,AC Gilchrist
12848,null,335994,43,L Ronchi,null,Right-hand bat,N/A,Australia,Keeper,Mumbai Indians,Chennai Super Kings,2008,null,27,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12849,null,335994,44,ST Jayasuriya,null,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2008,null,39,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12850,null,335994,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,23,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12851,null,335994,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,25,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12852,null,335994,49,SM Pollock,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Mumbai Indians,Chennai Super Kings,2008,null,35,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12853,null,335994,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Chennai Super Kings,2008,null,28,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12854,null,335994,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Chennai Super Kings,2008,null,25,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12855,null,335994,72,MA Khote,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,28,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12856,null,335994,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,29,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12857,null,335994,80,DS Kulkarni,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,20,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12858,null,335994,150,VS Yeligati,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Chennai Super Kings,2008,null,23,null,null,null,Harbhajan Singh,MS Dhoni,L Ronchi,MS Dhoni
12859,null,335994,17,PA Patel,null,Left-hand bat,N/A,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,23,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12860,null,335994,18,ML Hayden,null,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Mumbai Indians,2008,null,37,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12861,null,335994,19,MEK Hussey,null,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Mumbai Indians,2008,null,33,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12862,null,335994,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Mumbai Indians,2008,null,27,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12863,null,335994,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,22,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12864,null,335994,22,JDP Oram,null,Left-hand bat,Right-arm fast-medium,New Zealand,Player,Chennai Super Kings,Mumbai Indians,2008,null,30,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12865,null,335994,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,28,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12866,null,335994,119,Joginder Sharma,null,Right-hand bat,Right-arm fast-medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,25,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12867,null,335994,120,MS Gony,null,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,24,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12868,null,335994,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Mumbai Indians,2008,null,36,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12869,null,335994,435,P Amarnath,null,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,null,26,null,null,null,MS Dhoni,Harbhajan Singh,MS Dhoni,L Ronchi
12870,null,335995,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,Keeper,Deccan Chargers,Rajasthan Royals,2008,null,37,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12871,null,335995,55,VVS Laxman,null,Right-hand bat,Right-arm offbreak,India,Captain,Deccan Chargers,Rajasthan Royals,2008,null,34,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12872,null,335995,56,A Symonds,null,Right-hand bat,Right-arm offbreak,Australia,Player,Deccan Chargers,Rajasthan Royals,2008,null,33,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12873,null,335995,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,21,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12874,null,335995,59,SB Bangar,null,Right-hand bat,Right-arm medium-fast,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,36,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12875,null,335995,60,WPUJC Vaas,null,Left-hand bat,Left-arm fast-medium,Sri Lanka,Player,Deccan Chargers,Rajasthan Royals,2008,null,34,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12876,null,335995,61,RP Singh,null,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,23,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12877,null,335995,70,Shahid Afridi,null,Right-hand bat,Legbreak googly,Pakistan,Player,Deccan Chargers,Rajasthan Royals,2008,null,28,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12878,null,335995,99,D Kalyankrishna,null,Right-hand bat,Right-arm medium-fast,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,25,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12879,null,335995,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,22,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12880,null,335995,232,UT Yadav,null,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Rajasthan Royals,2008,null,21,null,null,null,VVS Laxman,SK Warne,AC Gilchrist,Kamran Akmal
12881,null,335995,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,26,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12882,null,335995,32,SR Watson,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Deccan Chargers,2008,null,27,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12883,null,335995,33,M Kaif,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,28,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12884,null,335995,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,20,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12885,null,335995,37,D Salunkhe,null,Right-hand bat,Legbreak,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,26,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12886,null,335995,38,SK Warne,null,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Deccan Chargers,2008,null,39,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12887,null,335995,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,26,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12888,null,335995,69,Kamran Akmal,null,Right-hand bat,N/A,Pakistan,Keeper,Rajasthan Royals,Deccan Chargers,2008,null,26,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12889,null,335995,74,GC Smith,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Deccan Chargers,2008,null,27,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12890,null,335995,75,Pankaj Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,23,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12891,null,335995,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2008,null,25,null,null,null,SK Warne,VVS Laxman,Kamran Akmal,AC Gilchrist
12892,null,335996,24,K Goel,null,Left-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,22,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12893,null,335996,26,KC Sangakkara,null,Left-hand bat,Right-arm offbreak,Sri Lanka,Keeper,Kings XI Punjab,Mumbai Indians,2008,null,31,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12894,null,335996,27,Yuvraj Singh,null,Left-hand bat,Slow left-arm orthodox,India,Captain,Kings XI Punjab,Mumbai Indians,2008,null,27,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12895,null,335996,29,IK Pathan,null,Left-hand bat,Left-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,24,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12896,null,335996,64,DPMD Jayawardene,null,Right-hand bat,Right-arm medium,Sri Lanka,Player,Kings XI Punjab,Mumbai Indians,2008,null,31,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12897,null,335996,65,S Sohal,null,Right-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,21,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12898,null,335996,66,B Lee,null,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Mumbai Indians,2008,null,32,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12899,null,335996,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,20,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12900,null,335996,76,RR Sarwan,null,Right-hand bat,Legbreak,West Indies,Player,Kings XI Punjab,Mumbai Indians,2008,null,28,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12901,null,335996,77,S Sreesanth,null,Right-hand bat,Right-arm fast-medium,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,25,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12902,null,335996,78,VRV Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2008,null,24,null,null,null,Yuvraj Singh,Harbhajan Singh,KC Sangakkara,L Ronchi
12903,null,335996,43,L Ronchi,null,Right-hand bat,N/A,Australia,Keeper,Mumbai Indians,Kings XI Punjab,2008,null,27,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12904,null,335996,44,ST Jayasuriya,null,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2008,null,39,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12905,null,335996,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,23,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12906,null,335996,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,25,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12907,null,335996,49,SM Pollock,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Mumbai Indians,Kings XI Punjab,2008,null,35,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12908,null,335996,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2008,null,28,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12909,null,335996,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2008,null,25,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12910,null,335996,72,MA Khote,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,28,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12911,null,335996,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,29,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12912,null,335996,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,19,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12913,null,335996,80,DS Kulkarni,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,null,20,null,null,null,Harbhajan Singh,Yuvraj Singh,L Ronchi,KC Sangakkara
12914,null,335997,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,26,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12915,null,335997,32,SR Watson,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,27,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12916,null,335997,33,M Kaif,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,28,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12917,null,335997,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,20,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12918,null,335997,36,M Rawat,null,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2008,null,23,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12919,null,335997,37,D Salunkhe,null,Right-hand bat,Legbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,26,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12920,null,335997,38,SK Warne,null,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Royal Challengers Bangalore,2008,null,39,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12921,null,335997,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,26,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12922,null,335997,74,GC Smith,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,27,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12923,null,335997,102,Sohail Tanvir,null,Left-hand bat,Left-arm medium-fast,Pakistan,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,24,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12924,null,335997,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,null,25,null,null,null,SK Warne,R Dravid,M Rawat,MV Boucher
12925,null,335997,6,R Dravid,null,Right-hand bat,Right-arm offbreak,India,Captain,Royal Challengers Bangalore,Rajasthan Royals,2008,null,35,null,null,null,R Dravid,SK Warne,MV Boucher,M Rawat
