player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
18203,null,548313,304,RE Levi,null,Right-hand bat,Right-arm medium,South Africa,Player,Mumbai Indians,Pune Warriors,2012,null,24,null,null,null,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
18204,null,548313,308,SA Yadav,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,null,22,null,null,null,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
18205,null,548313,1,SC Ganguly,null,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Mumbai Indians,2012,null,40,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18206,null,548313,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Mumbai Indians,2012,null,27,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18207,null,548313,83,M Kartik,null,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Mumbai Indians,2012,null,36,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18208,null,548313,96,MK Pandey,null,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Mumbai Indians,2012,null,23,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18209,null,548313,106,AB Dinda,null,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Mumbai Indians,2012,null,28,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18210,null,548313,235,R Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Mumbai Indians,2012,null,25,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18211,null,548313,267,WD Parnell,null,Left-hand bat,Left-arm medium-fast,South Africa,Player,Pune Warriors,Mumbai Indians,2012,null,23,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18212,null,548313,295,CJ Ferguson,null,Right-hand bat,Right-arm medium,Australia,Player,Pune Warriors,Mumbai Indians,2012,null,28,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18213,null,548313,299,B Kumar,null,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Mumbai Indians,2012,null,22,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18214,null,548313,306,SPD Smith,null,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Mumbai Indians,2012,null,23,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18215,null,548313,307,MN Samuels,null,Right-hand bat,Right-arm offbreak,West Indies,Player,Pune Warriors,Mumbai Indians,2012,null,31,null,null,null,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
18216,null,548314,4,DJ Hussey,null,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Rajasthan Royals,2012,null,35,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18217,null,548314,14,P Kumar,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,26,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18218,null,548314,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,29,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18219,null,548314,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Kings XI Punjab,Rajasthan Royals,2012,null,41,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18220,null,548314,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,24,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18221,null,548314,100,SE Marsh,null,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Rajasthan Royals,2012,null,29,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18222,null,548314,167,PC Valthaty,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,29,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18223,null,548314,228,Bipul Sharma,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,29,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18224,null,548314,236,Mandeep Singh,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,21,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18225,null,548314,256,Harmeet Singh,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Rajasthan Royals,2012,null,20,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18226,null,548314,310,JP Faulkner,null,Right-hand bat,Left-arm fast-medium,Australia,Player,Kings XI Punjab,Rajasthan Royals,2012,null,22,null,null,null,AC Gilchrist,R Dravid,AC Gilchrist,SP Goswami
18227,null,548314,6,R Dravid,null,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Kings XI Punjab,2012,null,39,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18228,null,548314,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2012,null,30,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18229,null,548314,85,AM Rahane,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2012,null,24,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18230,null,548314,104,BJ Hodge,null,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Kings XI Punjab,2012,null,38,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18231,null,548314,132,SP Goswami,null,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Kings XI Punjab,2012,null,23,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18232,null,548314,192,J Botha,null,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kings XI Punjab,2012,null,30,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18233,null,548314,196,A Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Kings XI Punjab,2012,null,31,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18234,null,548314,204,OA Shah,null,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Kings XI Punjab,2012,null,34,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18235,null,548314,266,AL Menaria,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kings XI Punjab,2012,null,22,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18236,null,548314,297,AA Chavan,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kings XI Punjab,2012,null,27,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18237,null,548314,309,KK Cooper,null,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Kings XI Punjab,2012,null,23,null,null,null,R Dravid,AC Gilchrist,SP Goswami,AC Gilchrist
18238,null,548315,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,24,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18239,null,548315,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,34,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18240,null,548315,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,23,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18241,null,548315,81,R Vinay Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,28,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18242,null,548315,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Delhi Daredevils,2012,null,28,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18243,null,548315,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,40,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18244,null,548315,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Delhi Daredevils,2012,null,33,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18245,null,548315,198,AB McDonald,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,31,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18246,null,548315,203,CA Pujara,null,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,24,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18247,null,548315,260,MA Agarwal,null,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,21,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18248,null,548315,311,HV Patel,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2012,null,22,null,null,null,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
18249,null,548315,29,IK Pathan,null,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,28,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18250,null,548315,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,2012,null,34,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18251,null,548315,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,30,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18252,null,548315,183,NV Ojha,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,2012,null,29,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18253,null,548315,190,M Morkel,null,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,28,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18254,null,548315,199,Y Nagar,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,22,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18255,null,548315,232,UT Yadav,null,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,25,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18256,null,548315,254,AJ Finch,null,Right-hand bat,Slow left-arm orthodox,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,26,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18257,null,548315,293,S Nadeem,null,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,23,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18258,null,548315,305,GJ Maxwell,null,Right-hand bat,Right-arm offbreak,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,24,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18259,null,548315,312,DAJ Bracewell,null,Right-hand bat,Right-arm fast-medium,New Zealand,Player,Delhi Daredevils,Royal Challengers Bangalore,2012,null,22,null,null,null,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
18260,null,548316,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Deccan Chargers,2012,null,31,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18261,null,548316,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,26,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18262,null,548316,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,32,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18263,null,548316,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,24,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18264,null,548316,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Deccan Chargers,2012,null,29,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18265,null,548316,109,JA Morkel,null,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Deccan Chargers,2012,null,31,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18266,null,548316,185,M Vijay,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,28,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18267,null,548316,186,SB Jakati,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,32,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18268,null,548316,201,R Ashwin,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,null,26,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18269,null,548316,248,DE Bollinger,null,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Deccan Chargers,2012,null,31,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18270,null,548316,303,F du Plessis,null,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Deccan Chargers,2012,null,28,null,null,null,MS Dhoni,CL White,MS Dhoni,PA Patel
18271,null,548316,10,CL White,null,Right-hand bat,Legbreak googly,Australia,Captain,Deccan Chargers,Chennai Super Kings,2012,null,29,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18272,null,548316,17,PA Patel,null,Left-hand bat,N/A,India,Keeper,Deccan Chargers,Chennai Super Kings,2012,null,27,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18273,null,548316,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,27,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18274,null,548316,93,B Chipli,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,29,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18275,null,548316,94,DW Steyn,null,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Chennai Super Kings,2012,null,29,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18276,null,548316,112,DB Ravi Teja,null,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,25,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18277,null,548316,120,MS Gony,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,28,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18278,null,548316,258,DT Christian,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Chennai Super Kings,2012,null,29,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18279,null,548316,313,DJ Harris,null,Right-hand bat,Right-arm medium,Australia,Player,Deccan Chargers,Chennai Super Kings,2012,null,33,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18280,null,548316,314,Ankit Sharma,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,21,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18281,null,548316,450,TP Sudhindra,null,Left-hand bat,Right-arm fast,India,Player,Deccan Chargers,Chennai Super Kings,2012,null,28,null,null,null,CL White,MS Dhoni,PA Patel,MS Dhoni
18282,null,548317,2,BB McCullum,null,Right-hand bat,Right-arm medium,New Zealand,Keeper,Kolkata Knight Riders,Rajasthan Royals,2012,null,31,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18283,null,548317,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,37,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18284,null,548317,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,30,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18285,null,548317,40,G Gambhir,null,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Rajasthan Royals,2012,null,31,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18286,null,548317,63,LR Shukla,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,31,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18287,null,548317,66,B Lee,null,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,36,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18288,null,548317,87,MK Tiwary,null,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,27,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18289,null,548317,89,R Bhatia,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,33,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18290,null,548317,95,DB Das,null,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,26,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18291,null,548317,140,Iqbal Abdulla,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,23,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18292,null,548317,315,SP Narine,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Rajasthan Royals,2012,null,24,null,null,null,G Gambhir,R Dravid,BB McCullum,SP Goswami
18293,null,548317,6,R Dravid,null,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Kolkata Knight Riders,2012,null,39,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18294,null,548317,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,30,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18295,null,548317,85,AM Rahane,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,24,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18296,null,548317,104,BJ Hodge,null,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,38,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18297,null,548317,132,SP Goswami,null,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Kolkata Knight Riders,2012,null,23,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18298,null,548317,192,J Botha,null,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,30,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18299,null,548317,196,A Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,31,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18300,null,548317,204,OA Shah,null,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,34,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18301,null,548317,266,AL Menaria,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,22,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18302,null,548317,297,AA Chavan,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,27,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18303,null,548317,309,KK Cooper,null,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Kolkata Knight Riders,2012,null,23,null,null,null,R Dravid,G Gambhir,SP Goswami,BB McCullum
18304,null,548318,4,DJ Hussey,null,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Pune Warriors,2012,null,35,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18305,null,548318,14,P Kumar,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Pune Warriors,2012,null,26,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18306,null,548318,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Pune Warriors,2012,null,29,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18307,null,548318,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Kings XI Punjab,Pune Warriors,2012,null,41,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18308,null,548318,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Pune Warriors,2012,null,24,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18309,null,548318,137,AD Mascarenhas,null,Right-hand bat,Right-arm fast-medium,England,Player,Kings XI Punjab,Pune Warriors,2012,null,35,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18310,null,548318,167,PC Valthaty,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Pune Warriors,2012,null,29,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18311,null,548318,228,Bipul Sharma,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Pune Warriors,2012,null,29,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18312,null,548318,236,Mandeep Singh,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Pune Warriors,2012,null,21,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18313,null,548318,256,Harmeet Singh,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Pune Warriors,2012,null,20,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18314,null,548318,310,JP Faulkner,null,Right-hand bat,Left-arm fast-medium,Australia,Player,Kings XI Punjab,Pune Warriors,2012,null,22,null,null,null,AC Gilchrist,SC Ganguly,AC Gilchrist,RV Uthappa
18315,null,548318,1,SC Ganguly,null,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Kings XI Punjab,2012,null,40,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18316,null,548318,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Kings XI Punjab,2012,null,27,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18317,null,548318,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Kings XI Punjab,2012,null,33,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18318,null,548318,83,M Kartik,null,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Kings XI Punjab,2012,null,36,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18319,null,548318,96,MK Pandey,null,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Kings XI Punjab,2012,null,23,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18320,null,548318,106,AB Dinda,null,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Kings XI Punjab,2012,null,28,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18321,null,548318,157,JD Ryder,null,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Kings XI Punjab,2012,null,28,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18322,null,548318,235,R Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Kings XI Punjab,2012,null,25,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18323,null,548318,295,CJ Ferguson,null,Right-hand bat,Right-arm medium,Australia,Player,Pune Warriors,Kings XI Punjab,2012,null,28,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18324,null,548318,306,SPD Smith,null,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Kings XI Punjab,2012,null,23,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18325,null,548318,307,MN Samuels,null,Right-hand bat,Right-arm offbreak,West Indies,Player,Pune Warriors,Kings XI Punjab,2012,null,31,null,null,null,SC Ganguly,AC Gilchrist,RV Uthappa,AC Gilchrist
18326,null,548319,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Deccan Chargers,2012,null,32,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18327,null,548319,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Deccan Chargers,2012,null,25,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18328,null,548319,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Deccan Chargers,2012,null,27,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18329,null,548319,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Deccan Chargers,2012,null,29,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18330,null,548319,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Deccan Chargers,2012,null,26,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18331,null,548319,178,TL Suman,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Deccan Chargers,2012,null,29,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18332,null,548319,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2012,null,29,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18333,null,548319,208,AT Rayudu,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Deccan Chargers,2012,null,27,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
